,checkins,fan_count,name,lat,lon
435,1336,59,"Karlštejn, Praha",50.081741599027,14.42668588855
436,1328,13,Vítězné Náměstí,50.0996499,14.39518
437,1319,38,Chotkovy Sady,50.093714567743,14.406680918848
438,1319,39,Železniční Most,50.066898716667,14.413389966667
439,1308,158,Piazzetta Národního Divadla,50.08121,14.41455
440,1303,372,After Coffee,50.077349940574,14.440001273525
441,1301,3141,Geekárna,50.07104,14.38606
442,1295,433,U Modré Kachničky,50.08472,14.40565
443,1286,2958,CottoCrudo,50.08777,14.41433
444,1284,66,Fakultní Nemocnice Karlovo Náměstí,50.076756834159,14.420975349529
445,1277,1586,PEACH PIT music bar,50.07499,14.44225
446,1268,44,"Bellavista Restaurace, Strohav Monastery, Prague",50.08694304181,14.39030847415
447,1267,3264,Boulder Bar,50.10569012793,14.434782808267
448,1264,13,"I.P.Pavlova, Praha",50.0756576,14.4277496
449,1263,7099,Hotel Extol Inn Prague,50.104155351218,14.447269837516
450,1259,25,Franz Kafka Statue,50.08750145114,14.407097285683
451,1235,2449,MANU Risto & Lounge,50.07764,14.4091
452,1230,7332,MyRaw Café,50.09079,14.4269
453,1226,5352,Divadlo Kampa,50.084205941461,14.407119138534
454,1212,654,Zahrady pod Pražským hradem,50.091166789011,14.405585955533
455,1211,11,Praha Central Train Station,50.08326,14.43507
456,1206,4230,Cafe Letka,50.09819,14.42548
457,1204,5864,Ristorante da Emanuel - Little Italy,50.102455498871,14.400563555711
458,1203,1894,Óčko TV,50.06944,14.38033
459,1195,23,Prague Royal Gardens,50.092703006775,14.400150971967
460,1186,143,Chefparade Holesovicka trznice,50.099770420872,14.44370354
461,1184,1483,Puzzle Room Prague,50.1007707225,14.4213318275
462,1180,124,Nuselský most,50.065844,14.430483
463,1180,361,Da Capo,50.08057,14.42946
464,1173,170,Dox Museum Contemporary Art Praga,50.107121325833,14.447609881667
465,1171,29,Ladronka Park,50.0972214,14.4057145
466,1158,33,Praha Lucerna,50.0808899,14.42641
467,1158,93,Vínečko,50.0724937,14.434331
468,1157,932,Vidličky a nože,50.0783691,14.40625
469,1150,3799,Los Keros.tv,50.07806,14.44769
470,1149,9458,Czech Technical University in Prague,50.10168,14.39072
471,1141,2488,Muzeum Policie ČR,50.068887731127,14.42832606502
472,1137,67,Pilsner Urquell Kulatak Restaurant,50.100504201904,14.396804334013
473,1131,1898,Hotel Bishops House Prague,50.0877686,14.4067097
474,1116,68,Towerpark Praha,50.080971852535,14.451216128453
475,1108,50,Park Klamovka,50.0710631,14.37732492
476,1097,173,Dejvická Čajovna,50.09929352127,14.400239445398
477,1096,2708,Expats BBQ Bar,50.0783081,14.4147797
478,1093,163,U Sádlů,50.09138,14.42808
479,1055,10,"Kralovske Vinohrady, Praha",50.070588343571,14.436117336429
480,1041,365,Opatství Emauzy,50.07208,14.41796
481,1030,377,Restaurace Historie,50.075298745931,14.433553174721
482,1028,13,"Malastrana, Praga",50.0857231,14.4043006
483,1025,4727,Galerie Tančící dům / Dancing House Gallery,50.0754499,14.41419
484,1024,368,Na Marjánce,50.0842699,14.37486
485,1016,2519,Chilli Point,50.08452,14.42084
486,999,176,Cat Cafe,50.07512,14.41509
487,990,2124,Bellevue,50.0844383,14.4164
488,988,389,Cafe Terapie,50.0683099,14.4155
489,981,83,Tančící dům,50.075555555556,14.414166666667
490,979,1143,Art Hotel Praha,50.1011499,14.41589
491,976,2510,Klub cestovatelů PRAHA,50.07846,14.41436
492,973,53,Pizzeria Einstein,50.07429,14.43356
493,957,1215,Restaurace Vozovna Stromovka,50.10508,14.42217
494,948,874,Café & Knihkupectví Fra,50.071420528148,14.433976125606
495,947,94,Vozovna Střešovice,50.09424,14.38987
496,945,2453,A Maze in Tchaiovna,50.0985794,14.40658
497,944,96,Absintherie - Original Absinth Shop,50.08533079913,14.418929490435
498,942,33,Kavarna slavia-praha,50.081405732917,14.413324705833
499,940,16,TJ Tatran Střešovice,50.09111,14.37691
500,936,61,Letohrádek královny Anny,50.09372,14.40534
501,935,315,Tučňák,50.0850296,14.4278002
502,934,2441,SPŠST Panská,50.085052275616,14.42704352695
503,933,4244,Praha 7,50.09719,14.43401
504,933,3959,Jam and Co.,50.07171,14.44707
505,932,7486,Národní divadlo balet,50.081138529232,14.413812194454
506,926,144,"Šlechtovka , Stromovka",50.104928796416,14.41815681368
507,924,4813,Studio Hrdinů,50.100687031117,14.433243962691
508,913,1811,La Bottega Tusarova,50.101681332133,14.450756077333
509,912,11,Železniční stanice Praha - hlavní nádraží,50.08379,14.4353
510,911,117,Dejvická,50.100594444444,14.392013888889
511,911,279,The PUB Praha 6,50.10074,14.40145
512,907,1095,Tea lounge,50.084509915222,14.447664371597
513,895,571,Baskervilles Old British Bar,50.08493,14.42014
514,886,395,GLASS Bar,50.075557010193,14.414315371758
515,883,240,Hanavský pavilon,50.09368,14.41261
516,881,30984,Radio Wave,50.07859,14.4345
517,878,2262,Kavárna Jarda Mayer,50.071888384976,14.407112042138
518,866,2325,Dlabačov,50.08554,14.38037
519,858,980,Kozlovna Lidická,50.0725403,14.4074097
520,839,7,Pražský Hrad,50.09023,14.40025
521,834,30,Sk Střešovice,50.094691693319,14.369896185392
522,828,636,Polpo by Kogo,50.081,14.42103
523,827,72,Lanová dráha na Petřín,50.08194444,14.39666667
524,827,5547,Nová galerie,50.079104053418,14.43560831594
525,814,385,Restaurace Na Pasece,50.074225830152,14.434299390909
526,810,225,Čajovna Ruspina,50.07784,14.42766
527,810,91,Národní galerie - Palác Kinských,50.08786,14.42162
528,807,5194,Praha Letná,50.09495697,14.39338936
529,800,68,Tradice,50.06912,14.40134
530,800,35,Cinema City 4Dx,50.07394808544,14.40236009393
531,795,450,"Yes Burger, Zizkov",50.0847,14.44692
532,790,6112,FUTURA,50.07378,14.39433
533,783,2483,Café Záhorský,50.09804,14.40148
534,782,19,"Cloud 9 Sky Bar & Louge, At Hilton Hotel Prague",50.093705473781,14.439511402643
535,780,30,"National Theatre, Prague",50.07908,14.43323
536,775,462,Muzeum MHD Praha,50.09424,14.38987
537,774,1734,Prague Bar Show,50.07812,14.4213
538,769,19,Ořechovka,50.0969054915,14.3791381925
539,766,13,Stary Kralovsky Palac,50.090829548483,14.400349085914
540,752,42,Park Sacre Coeur,50.074357937348,14.400433151669
541,749,2094,Nové Molo 22,50.10455,14.44785
542,746,30,Alza Holešovice,50.1002743,14.4488908
543,745,24,Hořejší Nábřeží,50.071383,14.410152
544,741,90,Prague Andy's Laundromat,50.075354841871,14.440219897894
545,735,40,Státní opera Praha,50.08028,14.43278
546,730,3043,BDS Academy taneční škola,50.078724193511,14.441799144602
547,729,657,Pivnice Jamajka Smíchov,50.071403181343,14.407175208044
548,725,1051,"Spices Restaurant and Bar at Mandarin Oriental, Prague",50.08455,14.40561
549,715,39,Praha 5,50.071944444444,14.403888888889
550,711,209,Svatováclavská vinice,50.092129112212,14.406943065146
551,702,2536,Fakulta architektury ČVUT v Praze,50.1049,14.39016
552,694,298,Hotel ANNA Prague,50.07474,14.44177
553,689,236,Avim Praha Shooting Range,50.09192,14.44103
554,688,8,Prague River Cruise,50.090326721816,14.413322701794
555,686,3,Prazky Hrad,50.07356683,14.39520257
556,683,8,Husinecka - Praha,50.085795334286,14.446262157143
557,681,489,Mandragora,50.07521,14.44081
558,679,100,Baifu - Running Sushi,50.073482601576,14.433054504598
559,679,17,Staropramen Factory,50.0679441,14.40734305
560,678,54,Vysoká Škola Mezinárodních a Veřejných Vztahů,50.068031785724,14.399177814865
561,673,22,Petřínská rozhledna,50.083544444444,14.39505
562,672,91,Alchymist Residence Nosticova,50.084291750205,14.40618821503
563,659,2,"Mala Strana, Prag",50.080055236305,14.405578981831
564,658,4381,Taneční a pohybové studio Eglal,50.07838,14.40692
565,657,4367,(A)void Café,50.074967904994,14.413682296886
566,652,220,Body Body,50.071851290145,14.400408000805
567,648,1092,BAD FLASH BAR,50.07157,14.44717
568,648,168,Restaurace a pivnice Bruska,50.098,14.4018
569,645,1864,Moje Kredenc - víc než prodejna delikates,50.08517,14.37846
570,644,54,Zlatá Kovadlina,50.10456,14.45019
571,642,44,EVLS,50.07913,14.43303
572,640,1386,Stanice přírodovědců,50.07527,14.40012
573,638,121,Restaurace Vltava,50.07409,14.41367
574,632,28,Moravian Karst,50.10132177,14.38635617
575,617,10181,Studio FX Creator,50.0779799,14.40245
576,615,27,Amazon Court,50.094253487925,14.446274238058
577,609,912,Zkušební Provoz,50.08818,14.42692
578,608,1102,36 Underground,50.099633685718,14.444725513458
579,606,373,Sakura Dejvice,50.10113,14.39921
580,604,56,Art Restaurace Manes,50.0775,14.41412
581,603,2193,Sansho,50.09176,14.43493
582,602,26,"Hamleys Toy Store, Na Příkopě, Prague, Czech Republic",50.08533,14.42556
583,601,186,Lezecká Stěna Mammut Holešovice,50.10535,14.43499
584,591,3412,Lodě na vodě Praha,50.068713117,14.414538108
585,589,1167,Pole Heaven,50.07834,14.40686
586,579,40,Prague Harley Days 2016,50.106444829086,14.430842482059
587,567,31,Mánes Terrase Grill,50.077305377018,14.413592312456
588,567,3613,Gin & Tonic Club,50.07877,14.42343
589,565,237,ČVUT - Masarykův Ústav Vyšších Studií,50.10102,14.38605
590,563,653,Krčma Praha - Anno Domini 1471,50.0712199,14.44143
591,561,275,Ztracený ráj,50.10089,14.42088
592,561,151,Potrefená husa Dejvice,50.1022410652,14.398957334672
593,558,2124,ČVUT FSv Architektura a stavitelství,50.10402,14.38807
594,555,59,Praha 6,50.100833333333,14.394722222222
595,552,4,"New Town Hall, Charles Square, Prague",50.07832490826,14.421245535695
596,550,16,Starý židovský hřbitov v Praze-Josefově,50.089722222222,14.417222222222
597,550,3198,KLUB FAMU,50.0817299,14.4132099
598,549,12,Sportovní hala Sparta Praha - Letná,50.101267228079,14.415753445588
599,546,11,Královská obora Stromovka,50.105344347048,14.421937456077
600,540,31,Všeobecná Fakultní Nemocnice Karlovo Náměstí,50.072739781084,14.421827983946
601,539,2,"Vinohradska, Prague",50.07798874103,14.434800233452
602,539,18,Blatinice,50.0847397,14.4198519
603,537,80,MLS Creperie,50.0885707,14.3997815
604,532,48,Parník Vyšehrad,50.0747012,14.4133009
605,527,1666,K10 Coworking,50.06989,14.44209
606,526,516,Slovanská Epopej / Alfons Mucha # The Slav Epic / Alphonse Mucha,50.1009699,14.4327
607,524,7,Palladium Shopping Centre,50.088842563296,14.429149529127
608,519,221,Urologická klinika VFN a 1. LF UK,50.07148,14.42824
609,516,5,Střelecký Ostrov,50.08123,14.40636
610,505,17,Obecní dům,50.087,14.428
611,502,857,Prima-produkty.cz,50.0926,14.3734
612,501,1526,Havelské tržiště,50.0850716,14.4207602
613,500,71,Loď Porto Aperol,50.071090525139,14.413885318084
614,497,6,"Petrin Garden,",50.085045,14.402295
615,495,13,Senovážné Náměstí,50.08611,14.43299
616,492,136,Ministerstvo Dopravy,50.09333739723,14.433979467544
617,492,1600,Российский центр науки и культуры в Праге,50.100136732203,14.412009571417
618,492,17,Manesova,50.07786,14.44144
619,483,662,Pivovarská loď Kapitán,50.07438,14.41361
620,483,1518,RUNWELL,50.08112,14.4333
621,483,1038,Noelka - vinotéka,50.07856,14.44814
622,482,584,Hospůdka U Rytíře,50.077829931955,14.407250285929
623,475,46,Burger Fest,50.105585418688,14.430291764452
624,472,175,Euforie Karlin,50.093173274872,14.450967082842
625,470,1,Prag / CZ,50.071586666906,14.397314260251
626,468,47,Creperie u Kajetana,50.08838,14.39968
627,466,26,"Rigrovy Sady, Zizkov",50.080545795822,14.442903317268
628,466,18,Praha hlavní nádraží,50.083055555556,14.435833333333
629,466,8493,Lázně na Lodi,50.068731282328,14.414392127619
630,465,187,Vila Lanna,50.10249,14.40726
631,461,189,Neviditelná Výstava,50.0782877015,14.421197573115
632,445,1654,Corso Bellevue,50.068158571371,14.414491653442
633,440,2,Praha Karlovo náměstí,50.07393,14.43961
634,436,1901,Ochutnej Vietnam,50.099104244286,14.446663877857
635,429,1286,Sarah Bernhardt Restaurant Prague,50.08811,14.42746
636,429,64,Hemley's,50.085155455,14.425979528333
637,419,11,Loretánské Náměstí,50.10065087,14.39681878
638,415,55,Ovocný Světozor Dejvická,50.098329856538,14.400022910385
639,414,1439,CrossFit Meat Factory,50.10344,14.4515
640,414,8106,Brandeis Clinic Prague,50.08831,14.42698
641,413,3950,Karma Yoga,50.0754499,14.44227
642,413,538,La Rivière restaurant,50.0850105,14.41399
643,412,1110,Illegal Beer - Pivotéka,50.0784,14.42698
644,409,258,Pho Vietnam,50.07843,14.4482
645,406,70,Rooseveltova Kolej,50.10457,14.43465
646,404,72,Grand Cru,50.09181,14.43303
647,404,7883,Sexíček shop,50.07055,14.37448
648,403,28,Praha oc Letňany,50.070215893328,14.427490644157
649,398,5,Vltava Náplavka,50.07438,14.41361
650,387,669,YOU FEST,50.10566,14.42927
651,387,508,Restaurant Peklo,50.08611,14.38878
652,380,9,Bridge Restaurant Prague,50.085083610435,14.41334458334
653,380,4554,Madame Lyn Restaurant,50.07141,14.43418
654,379,25,Arkada Hotel,50.077216324858,14.434056264248
655,372,3715,Kino Pilotů,50.0713997,14.4468098
656,369,220,Střešovice - Praha 6,50.092420743333,14.377284049988
657,366,8,Astrological Clock Prague,50.074486846923,14.427824510769
658,363,2,South Tower of St. Vitus Cathedral,50.090468458173,14.400339959339
659,363,2779,Fitfoodie PRAGUE,50.07168,14.40677
660,362,29,Rašínovo Nábřeží Neboli Náplavka :-),50.075218955613,14.41354858158
661,359,10,Hotel Ariston Patio,50.08456,14.44823
662,359,13,John Lennon Wall In Praag,50.081649707005,14.426943328961
663,357,879,VinCaffé,50.08512,14.44728
664,352,340,Originál Formanka 1869,50.068820912218,14.400670693662
665,350,227,Fiesta mexická restaurace,50.09766,14.4009
666,350,5,Praha Hlavni Nadrazi 1. Nastupiste,50.082529765,14.43418183125
667,339,14,Opera de Prague,50.081227476667,14.43306815
668,338,2,Katedrála Svatého Víta,50.0912285,14.4021702
669,335,1080,Palác Žofín,50.0790099,14.41279
670,334,16,Thai Temple Prague,50.08470616401,14.447915125
671,332,5,Hanspaulka,50.1074765325,14.37465732125
672,329,21,American Ambassador's Residence,50.09987,14.40663
673,328,28,Španělská synagoga,50.09036111,14.42083333
674,327,9,Praha City,50.086977069139,14.449440380701
675,323,22,Botanicka Zahrada Praha,50.100538552677,14.434443224719
676,322,7,"Prague, Czeck Republik",50.071721007003,14.43964957238
677,318,414,San Carlo Malá Strana,50.08428,14.40613
678,317,31,Hotel Prague Star,50.07809,14.42707
679,317,39,Cafe de Paris,50.088007558945,14.427269438018
680,312,11529,Mystic Tattoo,50.0842,14.37278
681,305,1559,Hip. Running Club,50.070078986,14.449690546
682,301,12,Puškinovo Náměstí,50.10314893303,14.402981439575
683,300,635,Regionální muzeum Jílové u Prahy,50.07796,14.41435
684,300,13,Prašná brána,50.087222222222,14.427777777778
685,299,1174,BackDoors,50.0718699,14.40625
686,298,470,Pivní šenk U Kacíře,50.0780699,14.44793
687,290,38,Národní divadlo,50.0809,14.4138
688,284,164,U ZAVĚŠENÝHO KAFE - divadlo pokračuje,50.08838,14.39351
689,283,12,Fürstenberská Zahrada,50.091692726455,14.406611100149
690,276,313,U Kalendů Praha,50.0713,14.41455
691,273,139,Hotel Lunik,50.07506,14.43387
692,271,25,Rudolfinum,50.09,14.4156
693,270,13,Blue Duckling,50.084832418347,14.405684954781
694,269,83,River Diamond Luxury Apartments,50.0942,14.44739
695,266,21,Cafè NG Kinsky,50.08783977,14.421234155
696,264,2017,SECTOR,50.10194,14.44932
697,262,905,Brut. - Wines & Oysters,50.0983582,14.4278097
698,257,552,Kafíčko33,50.077877002813,14.407183363697
699,257,63,Foggy Prague,50.08503,14.42051
700,255,0,Masarykovo Nádraží,50.087645,14.4330522
701,254,28,Hlahol,50.07796,14.41449
702,251,1056,ŽIŽKAVÁRNA,50.0819092,14.4475899
703,250,378,"Club ""STODOLA""  Hoštka",50.10128,14.39961
704,248,3,"Pont Charles, Prague, Czech Republic",50.06786038,14.40836846
705,244,467,Restaurace Hrom do Police,50.06862,14.40104
706,242,489,POCO LOCO,50.077748550394,14.441602965362
707,241,8438,NEW YOU,50.100812952542,14.447068142718
708,239,8,Alšák,50.08809,14.41429
709,237,261,Athena - fit,50.10168,14.42674
710,237,416,"Château Šafaříkova / Francouzské víno, sýry a pochutiny. WINE is POWER.",50.07141,14.43418
711,236,1,"Riverboat Dinner Cruise, Prague",50.080229891358,14.408374817766
712,234,340,Pavillon du Vin,50.0780716,14.4479303
713,233,6,Světozor Florenc,50.091726221837,14.440738670512
714,231,1470,Doruky Drink,50.07519,14.4472
715,230,30,Royal Thai Embassy  Prague,50.101911939812,14.411203622081
716,227,10,U Švejka,50.1053709,14.3945027
717,226,17,Πράγα Παλιά Πόλη.,50.085724,14.4344434
718,222,1,Revolucni,50.09164,14.42737
719,217,278,Ateliér Věž,50.07482,14.44751
720,216,163,The Chabad Grill Prague,50.0917,14.42114
721,215,1138,Premier Mercato,50.09389,14.44822
722,215,14,3. Interní Klinika VFN A 1.LFUK,50.074508561667,14.419925478333
723,212,677,Café Trilobit,50.07827,14.40696
724,211,4,Panorama Express Cafe,50.091733152133,14.406555702622
725,204,2208,Kafemat,50.09787,14.40061
726,201,17,Prag - Bila Labut Hotel :),50.090969016364,14.434523394545
727,198,286,Hotel Máchova,50.07148,14.44041
728,197,15,Cottocrudo Four Seasons,50.08773162004,14.413945255528
729,194,5,Shrine Infant Jesus of Prague,50.0713,14.42926
730,186,49080,Salon ProfiBeauty - prodlužování vlasů,50.075386642887,14.441303012935
731,185,9,Kostel Sv. Petra,50.09155,14.43423
732,182,40,Vinograf Andel,50.071189880371,14.401105880737
733,175,16,Masarykovo nádraží Praha,50.087762838276,14.434355171411
734,171,5,"Charlie Bridge, Prauge",50.071775980629,14.446608237329
735,169,7,Kostel Matky Boží před Týnem,50.087222,14.421111
736,168,0,Potrefená Husa Anděl Praha,50.070807322675,14.404488436354
737,167,4,Waldstein Gardens,50.090850334,14.408683536
738,167,4,"Wisma Duta, Prague",50.10259,14.41514
739,164,30,Kavárna Slavia,50.08182,14.413258
740,161,1040,Silencio FX,50.1044502,14.4465504
741,161,2,Bridge San Carlos. Praga,50.0693738,14.3955793
742,157,16,Stavovské divadlo,50.086111111111,14.423888888889
743,156,0,Petřín Nebozízek,50.08179786,14.399384
744,152,3,Slavikova,50.078487547834,14.44779449005
745,152,748,Na Urale,50.10251,14.40207
746,150,489,Secret Garden Prague,50.08775,14.40767
747,148,723,U Pětníka,50.10442,14.3961
748,145,30,Pivnice Jamajka,50.07142,14.40684
749,144,52,Sklep Grebovka,50.069323295724,14.447944620598
750,143,444,La Liberta,50.06794,14.4206
751,142,28,Pivovar U Fleků,50.0788,14.4172
752,139,3,Bílkova Praha 1,50.09116303,14.42124299
753,127,16,Naplavka Lod Aperol Spritz,50.070980662281,14.413808720451
754,125,553,VINYL BAR Prague,50.09174,14.42165
755,122,6,Chinese Restaurant Harmonie,50.084685171446,14.447532311905
756,121,673,Provocateur Bistro,50.09148,14.43347
757,121,571,Best Communications,50.08152,14.40708
758,119,781,Komorní činohra,50.08135,14.42128
759,119,8,Poliklinika Revoluční,50.091619658812,14.4274310215
760,118,5904,VNITROBLOCK,50.101952883988,14.44932281971
761,116,2,Czech House Restaurant,50.081235642,14.427615844
762,116,7,Krajsky urad - Stredocesky Kraj,50.07506,14.40749
763,114,92,Cafe u Fílů,50.091309302064,14.427828101604
764,113,78,Stodola Aréna Střešovice,50.09111,14.37691
765,112,3,Slechtova,50.1056799,14.4174722
766,105,58,Restaurace U Růžového sadu,50.07802,14.44828
767,103,325,Hotel Golden Crown,50.08159,14.42129
768,99,0,"Ovocny Svetozor, Vaclav's Square, Prague",50.0916566,14.440399
769,97,21,Tom's Burger,50.08729277,14.434013475
770,95,9,Dorm Machova,50.0716451,14.44112998
771,95,12,X-zone,50.07461688,14.4478227
772,94,2,Národní památník na Vítkově,50.0883,14.4494
773,94,293,Square café,50.06846,14.4202
774,93,57,Premier Etage,50.101589829244,14.400014084441
775,87,2762,Restaurace Zlatá Ulička,50.091651485556,14.434444902222
776,85,70903,DOBRÝ ANDĚL,50.07536,14.39376
777,75,26,Muchovo muzeum,50.08436111,14.42758333
778,69,2,River Boat Cruise Prague,50.07534136,14.41347739
779,67,3,Place Venceslas,50.074556894345,14.427760982467
780,66,41,Kavárna Dobrý kafe,50.07521,14.44173
781,65,6,Vršovická Zahrada,50.071908997154,14.447619081
782,65,2246,L’Oréal Style,50.07162,14.40007
783,63,1530,Butik Soline,50.0914497,14.4203396
784,63,7,Strahovský klášter,50.086,14.39
785,62,32,Pražské Jezulátko,50.08555556,14.40333333
786,59,4,Sushi time Quadrio,50.081589745,14.420927725
787,58,1516,Groovy Cats Swing Dance Club,50.09153,14.44084
788,58,7,Nové Město,50.0767,14.4264
789,57,1,Vinohrady,50.075556,14.445833
790,56,8423,Rozvojovka - Člověk v tísni,50.07193,14.43387
791,55,2,Belleview Restaurant,50.08460663125,14.41357487375
792,52,1,Regus Prague City Centre,50.091785625773,14.433920562976
793,47,1165,Arthouse Hejtmánek - galerie a aukční dům,50.10437,14.40757
794,46,1913,Embassy of Mongolia in the Czech Republic,50.10519,14.40054
795,42,0,布拉格城堡區,50.08481642,14.41356154
796,40,5,Zasrana Magistrala,50.081611983333,14.434089433333
797,38,1,Dyzajn Market,50.08125442,14.414247555
798,37,5305,Svatební salon San Verita',50.0683099,14.42064
799,37,542,By The Way Bistro,50.07145,14.41441
800,32,6,Rödl & Partner,50.088054205911,14.406614768125
801,29,4,Velký strahovský stadion,50.080336111111,14.387861111111
802,28,2251,Le Pizze di Frankie,50.07137,14.41972
803,27,10736,Chinese Embassy in Prague,50.10142,14.40739
804,27,50,Remember Residence,50.07828,14.40662
805,24,634,IL PRIMO,50.0916799,14.42087
806,24,37,Veterinární Klinika Na Hrádku,50.071795557878,14.419512888837
807,24,0,"Hofbräuhaus, Munich",50.09087323,14.43433377
808,22,109,CAFÉ - Staropražská galerie,50.08465,14.42058
809,19,0,Vagon Klub,50.08139,14.41303
810,18,0,Praha Masarykovo nádraží,50.0875,14.435
811,16,16,Pho Vietnam Tuan&Lan,50.07843,14.4482
812,14,753,Greg Apartments Kampa Prague,50.081475369861,14.406080245972
813,14,6667,Hnízdo zdraví,50.08874,14.37261
814,14,1357,Tiếp viên hàng không - Letuska.cz,50.10472,14.39355
815,9,0,Střešovice,50.09166667,14.38
816,9,104,OPUS mediterranean fusion.,50.0777,14.44635
817,5,0,"Piacetto Restaurant,prague",50.08151044431,14.427444812179
818,5,120,Karavan,50.09827,14.3933
819,5,82,Pelmel,50.10132,14.44822
820,4,260,Hasičský útvar ochrany Pražského hradu,50.09467,14.40048
821,3,0,Dejvice,50.10472,14.37444
822,3,4484,Dům jógy Praha,50.069935276368,14.436013698578
823,2,4454,STUDY.CZ,50.10472,14.39355
824,1,410,Česká botanická společnost,50.07147,14.42086
825,1,179,Simply Perfect Smile,50.07485,14.44078
826,0,203,Zulu Biltong,50.09476,14.3736
827,0,2965,Mottify Prague,50.1012917,14.4274702
828,0,0,VapoNATION,50.081388888889,14.4275
829,0,0,KK Studio,50.07815,14.40736
830,0,40,Vuste Envis,50.1047,14.39328
